职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模
BI工程师,1万-2万,长沙-天心区,3-5年,大专,"['SQL', '数据仓库', 'MySQL', '数据中台DATAWORKS', 'FINE REPORT', 'Oracle', 'FineBI', '数据可视化']",嘉环科技股份有限公司,民营 ,1000-9999人 
BI开发工程师,面议,长沙-天心区,3-5年,大专,"['SQL', '报表开发', '数据挖掘', '数据采集', 'Power BI', 'Oracle', '数据可视化', 'FineBI']",文思海辉技术有限公司 Pactera Technology International Limited,国企 ,10000人以上 
高级数据分析师,1万-2万,长沙-岳麓区,3-5年,本科,"['Shell', 'Hadoop']",美迈科技有限公司,民营 ,300-499人 
数据产品经理,8千-1.5万,长沙-开福区,不限,本科,['数据分析'],湖南口味王集团有限责任公司,民营 ,10000人以上 
数据分析助理,3千-6千,长沙-雨花区,无经验,大专,"['数据分析', 'SQL', '电商数据分析', '运营数据分析', '销售数据分析']",深圳出海一叮科技有限公司,民营 ,20-99人 
需求数据分析师,8千-1.1万,长沙-开福区,不限,大专,"['数据分析', 'R', 'SPSS', '软件需求分析']",深圳市荣科欣尚信息科技有限公司,其它 ,20-99人 
数据分析工程师,1.2万-1.8万,长沙-长沙县,3-5年,本科,"['SAS', 'Python', '数据建模', '生产和品质数据分析', '生产制造业', '数据分析', 'R']",蓝思系统集成有限公司,民营 ,300-499人 
数据治理,8千-1万,长沙-岳麓区,1-3年,本科,['数据治理'],湖南新天电数科技有限公司,民营 ,100-299人 
大数据开发工程师,7千-1.3万,长沙-天心区,1-3年,本科,"['ETL', '数据仓库', 'Hadoop', '数据建模']",北京海天起点技术服务股份有限公司,民营 ,100-299人 
数据分析师,4千-6千,长沙,3-5年,中专/中技,"['SPSS', '行业数据分析']",湖南细莫电子商贸有限公司,民营 ,100-299人 
数据分析师（长沙）,9千-1.2万,长沙-开福区,3-5年,本科,"['Python', '机器学习', '算法设计', '深度学习算法', '推荐算法']",北京博数智源人工智能科技有限公司,民营 ,20-99人 
数据分析师,1万-1.5万,长沙-开福区,3-5年,本科,"['Hive', 'Spark', '相关分析']",湖南长科信安科技有限公司,民营 ,20-99人 
服装商品专员数据分析,4千-6千,长沙-长沙县,不限,本科,"['统计学', '统计软件', '数据统计分析', 'office', 'ERP系统']",湖南圣易璐服饰有限公司,民营 ,500-999人 
数据专员(城市研究长沙),4千-6千,长沙-芙蓉区,1-3年,本科,"['Java', 'Python', 'SQL', '数据分析']",上海克而瑞信息技术有限公司,外商独资 ,1000-9999人 
数据分析师,1万-2万,长沙-岳麓区,3-5年,大专,"['Python', 'SQL', 'SPSS', 'Tableau', '聚类分析', '相关分析', 'R']",由创科技,民营 ,300-499人 
数据分析与报表开发工程师,8千-1.2万,长沙-雨花区,1-3年,本科,"['数据处理', 'Oracle', 'SQL Server']",湖南九鼎科技(集团)有限公司,民营 ,1000-9999人 
大数据分析师-自研-福利好,面议,长沙-岳麓区,5-10年,大专,"['SQL', 'Oracle', '数据分析', '数据开发', '数据治理', '清洗', '管理', 'ETL']",中软国际,上市公司 ,10000人以上 
数据治理工程师,8千-1.5万,长沙,3-5年,本科,"['数据分析', '数据治理']",爱威科技股份有限公司,上市公司 ,500-999人 
Python大数据分析特训营课程长沙/培训招生,8千-1.2万,长沙-芙蓉区,不限,大专,"['环境监测', 'IQC', 'IPQC', 'FQC', '物理检测', '无损检测', '微生物检测', '化学检测']",51Testing,民营 ,100-299人 
信息化数据管理,1万-2万,长沙-长沙县,不限,硕士,"['Spark', 'Mahout']",湖南云箭集团有限公司,国企 ,1000-9999人 
信息咨询员,8千-1.6万,长沙-芙蓉区,1-3年,大专,"['Java', 'Python', 'C/C++', 'MySQL']",湖南福馨文化传媒有限公司,民营 ,20人以下 
数据分析师+高薪+超长年假,6千-1万,长沙-岳麓区,3-5年,大专,"['财务分析', '财务分析师', '经营分析', '收益分析', '财务报告']",湖南红杏林文化传播有限公司,民营 ,500-999人 
生物数据管理员,5千-9千,长沙-岳麓区,1-3年,本科,['临床数据分析'],湖南慧泽生物医药科技有限公司,民营 ,100-299人 
大数据工程师,1万-2万,长沙-宁乡市,3-5年,本科,['大数据平台'],智联猎头,上市公司 ,1000-9999人 
数据可视化工程师,1万-1.5万,长沙-岳麓区,3-5年,本科,"['大数据平台', '数据分析', '大数据分析', 'Tableau', 'SQL']",中科云谷科技有限公司,股份制企业 ,500-999人 
数据分析工程师,9千-1.5万,长沙-开福区,3-5年,大专,"['Hadoop', 'Hive']",开奈(河南)信息科技有限公司,股份制企业 ,300-499人 
数据分析师 (MJ001878),1.5万-2万,长沙,不限,本科,['Java'],赢时胜,民营 ,1000-9999人 
数据管理经理（生物）,8千-1.2万,长沙-岳麓区,1-3年,本科,['临床数据分析'],湖南慧泽生物医药科技有限公司,民营 ,100-299人 
运营部数据分析员,4千-5千,长沙-长沙县,3-5年,大专,"['数据分析', '运营数据分析']",湖南湘雅博爱康复医院有限公司,医院 ,500-999人 
大数据开发工程师-数据分析,面议,长沙-芙蓉区,不限,大专,['Hadoop'],中软国际,上市公司 ,10000人以上 
高级数据分析师,1.5万-3万,长沙-岳麓区,3-5年,本科,"['Python', 'Hive', 'SPSS']",兴盛优选,民营 ,10000人以上 
销售专员 职能岗（长沙）,4千-6千,长沙-雨花区,1-3年,大专,"['快速消费品', '销售专员']",青岛啤酒,国企 ,10000人以上 
环保项目数据分析工程师-湖南（项目经理方向）,7千-1.2万,长沙-芙蓉区,3-5年,本科,"['环境监测', '项目经理', '项目管理', '环保技术支持', '水处理', '空气处理']",天津同阳科技发展有限公司,股份制企业 ,300-499人 
市场调研分析员（双休五险一金豪华江景办公）,8千-1.2万,长沙-开福区,1-3年,大专,"['行业数据分析', '电商数据运营', '推广数据运营']",湖南安联金属制品有限公司,民营 ,20-99人 
大数据开发岗（偏向模型工程化）,2.1万-2.8万,长沙-天心区,3-5年,大专,"['Python', 'SQL', 'Django', 'Flask', 'Redis', 'Nginx']",原子猫科技(北京)有限公司,民营 ,20-99人 
复杂系统建模与数据分析师,1.7万-2.2万,长沙-岳麓区,1-3年,硕士,"['Python', 'Scala', 'Java', 'Spark', 'MapReduce', 'Hadoop']",湖南四灵电子科技有限公司,民营 ,20-99人 
市场策划,7千-1万,长沙-岳麓区,3-5年,大专,"['市场', '市场策划', '数据分析', '行业分析']",长沙市社为电子科技有限公司,民营 ,100-299人 
服装商品专员,4千-6千,长沙-长沙县,不限,大专,"['数据分析', '统计学', '销售业务数据']",湖南圣易璐服饰有限公司,民营 ,500-999人 
商品专员,4千-8千,长沙-开福区,1-3年,大专,"['数据分析', '商品专员', '服装零售']",长沙顶尖服装贸易有限公司,民营 ,100-299人 
大数据工程师,9千-1.5万,长沙-开福区,3-5年,大专,"['Spark', 'HIVE']",开奈(河南)信息科技有限公司,股份制企业 ,300-499人 
数据分析工程师,4万-4.5万,长沙-望城区,3-5年,本科,['数据分析'],西双版纳创优餐饮管理有限公司,民营 ,1000-9999人 
大数据开发工程师 急聘中,2万-3万,长沙-长沙县,3-5年,大专,"['Java', 'Python', 'Spark', 'Kafka', 'Hadoop', 'HIVE']",北京玲珑塔科技有限公司,民营 ,500-999人 
大数据开发工程师,1.2万-1.5万,长沙-长沙县,3-5年,本科,"['Java', 'Python', 'SQL', 'Hadoop', 'Kafka']",长沙麦都网络科技有限公司,股份制企业 ,100-299人 
数据建模师,1万-1.5万,长沙-开福区,3-5年,本科,"['数据建模', 'Python']",湖南口味王集团有限责任公司,民营 ,10000人以上 
高级供应链分析师,1.2万-2万,长沙-岳麓区,5-10年,本科,"['Python', 'SQL', '相关分析', '因子分析']",益丰大药房,上市公司 ,10000人以上 
市场研究员助理,6千-8千,长沙,1-3年,本科,"['office', '定量研究', '市场研究']",广东策智市场信息咨询股份有限公司,股份制企业 ,20-99人 
基金经理助理,4千-5千,长沙,不限,本科,"['量化分析', '投资分析', '数据分析', '交易员']",湖南鸿通投资管理有限公司,民营 ,20人以下 
分析师,6千-8千,长沙-长沙县,1-3年,本科,"['Oracle', 'Python', '制造业']",中唯建设工程有限公司,民营 ,100-299人 
市场调研专员,6千-8千,长沙,1-3年,本科,"['市场营销', '商务知识', '普通话', '数据统计分析', 'office', 'powerpoint/ppt', '标书制作', '策划']",远大科技集团有限公司,民营 ,1000-9999人 
数据分析总监,4万-5万,长沙-望城区,1-3年,本科,"['数据分析', '商业数据分析', '运营数据分析', '市场数据分析', '经营数据分析', '销售数据分析']",西双版纳创优餐饮管理有限公司,民营 ,1000-9999人 
大数据开发工程师,1.2万-1.5万,长沙,3-5年,本科,"['Python', 'SQL', 'Shell', 'Hadoop', 'Kafka', '数据采集', '数据挖掘', 'HIVE']",长沙麦都网络科技有限公司,股份制企业 ,100-299人 
药物警戒专员,6千-8千,长沙,1-3年,本科,['医学'],湖南易能生物医药有限公司,民营 ,100-299人 
数据开发工程师,1万-1.5万,长沙-长沙县,3-5年,本科,"['Hadoop', 'Spark', 'Java', 'Python']",湖南空间折叠互联网科技有限公司,民营 ,300-499人 
大数据分析工程师,1万-1.8万,长沙-岳麓区,不限,硕士,"['机器学习', 'Python', '数据库', 'SQL', '深度学习', '数据挖掘']",中联重科,合资 ,10000人以上 
市场运营,4千-6千,长沙-天心区,1-3年,大专,"['市场营销', '策划']",养天和大药房,股份制企业 ,1000-9999人 
大数据分析工程师,1.5万-2万,长沙-岳麓区,3-5年,本科,"['数据分析', '大数据分析', 'SQL', 'Python', 'Java']",湖南佰仕达企业管理咨询有限公司,民营 ,100-299人 
高级经营分析师（双休+五险一金）,1万-1.5万,长沙-岳麓区,3-5年,本科,"['互联网行业', '经营分析']",竞网集团,民营 ,1000-9999人 
气象应用工程师,6千-1.2万,长沙-开福区,不限,本科,['气象'],天津先进技术研究院,事业单位 ,100-299人 
bi工程师-tableau方向,1万-2万,长沙-岳麓区,3-5年,大专,"['报表开发', 'SQL', '数据清洗', '数据挖掘', '数据采集', '数据仓库', '数据可视化']",长沙慧门信息技术有限公司,民营 ,20人以下 
金融营销策划经理（统筹管理岗，非营销岗）,6千-1万,长沙-天心区,1-3年,本科,"['证券从业资格证', '投顾证', '金融学', '经济学', '证券', '股票', '证券研究', '经济研究']",湖南金证投资咨询顾问有限公司,合资 ,100-299人 
数据分析师,1.3万-2.1万,长沙-雨花区,3-5年,大专,"['SAS', 'SQL', 'Python', '金融业', '征信数据分析', '信用数据分析']",神州信息,上市公司 ,10000人以上 
市场调研,9千-1.2万,长沙-岳麓区,1-3年,本科,"['项目支撑', '市场策划', '市场分析', '逻辑分析', '数据处理', '市场研究', '用户调研']",湖南方派电子商务有限公司,民营 ,100-299人 
数据分析师课程长沙1/培训招生,8千-1.2万,长沙-芙蓉区,无经验,大专,"['数据分析', 'Java', 'Python', '商业数据分析', '运营数据分析', '销售数据分析', '财务数据分析', '电商数据分析']",51Testing,民营 ,100-299人 
消费者研究-新锐(JG2J2),8千-1.4万,长沙-岳麓区,1-3年,本科,"['市场营销', '电子商务', '定性研究']",湖南御泥坊化妆品有限公司,上市公司 ,1000-9999人 
BI报表开发工程师,1.2万-1.8万,长沙-天心区,1-3年,学历不限,"['报表开发', 'Power BI', 'DataX', 'DataStage', '数据可视化', 'FineBI']",嘉环科技股份有限公司,民营 ,1000-9999人 
大气污染防治工程师（数据分析）,6千-8千,长沙,1-3年,本科,"['售后技术支持', '大气污染防治', '环保设备', 'VOC', '色谱']",无锡中科光电技术有限公司,上市公司 ,1000-9999人 
大数据开发（线上面试）,1.4万-1.7万,长沙-长沙县,3-5年,大专,['NODEJS'],大连斯锐信息技术有限公司,民营 ,1000-9999人 
商业智能BI高级工程师,2万-3万,长沙-岳麓区,3-5年,本科,"['数据仓库', 'MySQL', 'Oracle', '数据建模']",湖南芙蓉云通信息科技有限公司,民营 ,100-299人 
数据统计师（临床),9千-1.5万,长沙-岳麓区,不限,硕士,"['SAS', 'R', '统计软件', '统计分析系统', '临床数据分析']",长沙都正生物科技股份有限公司,股份制企业 ,500-999人 
人力资源信息系统专员,9千-1.8万,长沙,3-5年,本科,"['需求分析', '数据分析']",巴斯夫杉杉电池材料有限公司,合资 ,1000-9999人 
大数据工程师,1.5万-2.8万,长沙-长沙县,3-5年,本科,"['Java', 'Python', 'Shell']",北京到铭信息科技有限公司,股份制企业 ,20-99人 
定价员,4千-8千,长沙-岳麓区,1-3年,大专,"['酒店/民宿', '餐饮业', '旅游业']",长沙威廉酒店管理有限公司,民营 ,100-299人 
数据产品工具开发工程师,8千-1.3万,长沙-天心区,1-3年,硕士,"['数据分析', 'Python', 'C#', 'SQL', 'Java']",国交空间信息技术(北京)有限公司,国企 ,20-99人 
商品主管,4千-8千,长沙,1-3年,大专,"['销售业务数据', '数据分析', '统计学']",湖南东方时装有限公司,民营 ,1000-9999人 
数据分析工程师,1.5万-2万,长沙-开福区,3-5年,本科,"['数据建模', '数据分析', 'Python']",湖南口味王集团有限责任公司,民营 ,10000人以上 
大数据工程师,1.4万-2.8万,长沙-宁乡市,3-5年,本科,"['Python', 'Java', 'Shell', 'SQL']",北京到铭信息科技有限公司,股份制企业 ,20-99人 
市场调研经理,8千-1.5万,长沙-岳麓区,3-5年,本科,"['市场调研', '数据分析', '人工智能', '电子/半导体', '软件行业']",湖南科天健光电技术有限公司,民营 ,20-99人 
商品,4千-5千,长沙-开福区,不限,学历不限,"['销售业务数据', '数据分析', '统计学']",株洲桃子红了商贸有限公司,民营 ,100-299人 
C/C++/Java/Python/Go/前端/测试/数据分析,1.5万-3万,长沙-岳麓区,不限,本科,"['Python', '后端开发', '软件工程师', '全栈开发', 'MVC开发']",外企德科,合资 ,1000-9999人 
数据应用工程师,1.4万-2.3万,长沙-岳麓区,3-5年,本科,"['Python', 'Scala']",成都飞比克企业管理咨询有限公司,民营 ,100-299人 
客单价管理员,4千-8千,长沙-岳麓区,1-3年,大专,"['酒店/民宿', '价格管理', '调价控价']",长沙威廉酒店管理有限公司,民营 ,100-299人 
大数据分析主管,1.2万-2万,长沙-岳麓区,5-10年,本科,"['数据分析', '大数据分析', '大数据平台', 'SQL']",中科云谷科技有限公司,股份制企业 ,500-999人 
商品组长,5千-7千,长沙-天心区,1-3年,大专,['批发/零售'],浙江大东鞋业有限公司,民营 ,10000人以上 
商务智能BI分析师(4NUP),2万-3.5万,长沙-岳麓区,5-10年,本科,"['BI', 'Oracle', 'SQL', 'R语言', '大数据分析']",安克创新,股份制企业 ,1000-9999人 
数据治理工程师,1.5万-2.5万,长沙-长沙县,3-5年,本科,"['数据治理', '商业分析']",三一集团有限公司,民营 ,10000人以上 
Azure大数据开发工程师,1.2万-1.8万,长沙-长沙县,3-5年,本科,"['SQL', 'Azure', 'C#']",阿尔泰克,外商独资 ,1000-9999人 
交通数据部经理,2万-2.5万,长沙,3-5年,本科,"['数据分析', '大数据分析', '运营数据分析']",湖南省交通科学研究院有限公司,国企 ,500-999人 
流量运营专员,5千-8千,长沙-岳麓区,不限,大专,['金融业'],长沙市凌晨叁点传媒有限公司,民营 ,20-99人 
sas程序员,5千-1万,长沙-岳麓区,不限,本科,"['SAS', '医学', '生物统计学', 'R语言', '统计学', '临床数据分析', '预防医学']",长沙砝码柯数据科技有限责任公司,民营 ,20-99人 
智能风控风险经理,1.6万-3万,长沙-长沙县,3-5年,本科,"['回归分析', '决策树', 'SPSS', 'SAS', '多元统计分析', '信度分析', 'R']",三一集团有限公司,民营 ,10000人以上 
临床数据管理经理,9千-1.5万,长沙,1-3年,本科,"['数据库构建', '医学', '临床数据分析', '临床试验']",长沙晶易医药科技股份有限公司,民营 ,300-499人 
微软Azure 大数据开发工程师,1.5万-1.6万,长沙-长沙县,3-5年,本科,['SQL'],阿尔泰克,外商独资 ,1000-9999人 
遗传咨询师,7千-1万,长沙-岳麓区,不限,硕士,['医学'],金域医学,上市公司 ,10000人以上 
高级大数据分析工程师,1.5万-2.5万,长沙-天心区,5-10年,本科,"['数据分析', '大数据分析', '需求分析', '大数据平台', 'Hadoop', '数据中台', '数据架构', '数据建模']",上海建发致新医疗供应链管理集团股份有限公司,国企 ,1000-9999人 
大数据风控模型岗,1.5万-2.5万,长沙-岳麓区,1-3年,硕士,"['Java', '推荐算法', 'C++', '嵌入式技术']",长沙友聘企业管理咨询有限公司,民营 ,20-99人 
大数据分析工程师,1万-2万,长沙,1-3年,硕士,['系统集成'],蓝思系统集成有限公司,民营 ,300-499人 
数据开发工程师,1.5万-2万,长沙-长沙县,3-5年,本科,"['FINEBI', '数据仓库', 'FineReport (帆软)']",三一集团有限公司,民营 ,10000人以上 
数据应用工程师,1.5万-2万,长沙-望城区,5-10年,本科,"['数据治理', '数据分析', '数据运维', '数据采集']",新奥集团,民营 ,10000人以上 
大气污染防治工程师（数据分析）,8千-1万,长沙,1-3年,硕士,"['环境评估', '环境工程', '环境检测']",无锡中科光电技术有限公司,上市公司 ,1000-9999人 
数据科学家,3万-6万,长沙-岳麓区,3-5年,博士,['Python'],成都飞比克企业管理咨询有限公司,民营 ,100-299人 
遗传咨询师,7千-9千,长沙-岳麓区,1年以下,硕士,"['生物医疗', '生物统计学', '遗传学']",金域医学,上市公司 ,10000人以上 
高级生物统计师,4万-6万,长沙-开福区,5-10年,硕士,"['SAS', 'SAP', 'SAR', '临床试验方案设计', '生物统计师', 'EDC系统', '临床试验', '临床数据分析']",深圳高邦信息技术有限公司,民营 ,20-99人 
大数据开发工程师,8千-1.5万,长沙-岳麓区,3-5年,本科,"['Java', 'Python', 'SQL']",中联重科,合资 ,10000人以上 
市场洞察,9千-1.2万,长沙-岳麓区,3-5年,本科,"['全职', '市场研究']",湖南方派电子商务有限公司,民营 ,100-299人 
市场信息研究员,1.3万-2万,长沙-雨花区,3-5年,本科,"['数据统计分析', '市场行情分析', '宏观分析']",湖南鑫政新材料集团有限公司,民营 ,500-999人 
市场调研,6千-8千,长沙-开福区,3-5年,本科,"['行业研究', '用户调研', '市场信息收集', '全职']",长沙市智汇人居环境创新研究院,社会团体 ,20-99人 
桥梁健康监测数据分析工程师,1万-1.5万,长沙,1-3年,硕士,"['桥梁工程', '结构工程', '设计院', '检测监测', '斜拉桥', '拱桥']",湖南联智科技股份有限公司,民营 ,500-999人 
投资研究员,8千-1.6万,长沙-岳麓区,3-5年,硕士,"['投资分析', '基本面分析', '行业分析', '技术面分析', '股票市场', '基金市场', '公司分析', '宏观经济分析']",华企航(深圳)投资基金管理有限公司,民营 ,20-99人 
遗传分析师,8千-1.5万,长沙-岳麓区,不限,硕士,"['遗传学', '二代测序', '分子生物学', '临床医学']",金域医学,上市公司 ,10000人以上 
(高级)SAS程序员,1万-1.8万,长沙-芙蓉区,1-3年,本科,['SAS'],海思科医药,民营 ,1000-9999人 
市场信息主管,8千-1.2万,长沙,3-5年,本科,"['行业研究', '竞品分析', '企业调研', '用户分析', '市场信息收集', '全职']",湖南鑫政新材料集团有限公司,民营 ,500-999人 
大数据工程师,1.5万-2.5万,长沙-长沙县,5-10年,本科,"['Hadoop', 'Hbase', 'Spark']",三一集团有限公司,民营 ,10000人以上 
客户化开发工程师,7千-1.2万,长沙-天心区,3-5年,大专,"['SQL', 'Java']",远光软件,上市公司 ,1000-9999人 
大数据应用工程师,1.6万-2.5万,长沙,3-5年,硕士,"['数据库开发', '数据挖掘', '数据处理']",中联重科,合资 ,10000人以上 
SAS（高级）程序员（经理）,1.5万-2.5万,长沙-开福区,1-3年,本科,"['SDTM', 'ADAM', 'SAS', 'TFLS']",海思科医药,民营 ,1000-9999人 
编译优化工程师,1万-2万,长沙,3-5年,本科,"['高性能计算', '软件编译']",中电长城圣非凡信息系统有限公司湖南计算机研发中心,国企 ,100-299人 
信息研究工程师,9千-1.2万,长沙-岳麓区,3-5年,硕士,"['数据分析', '标准体系', '工程机械', '新技术', '新工艺']",中联重科,合资 ,10000人以上 
数据分析师助理,5千-9千,青岛-市南区,不限,学历不限,"['数据分析', 'Python', 'Java', 'SQL', 'Hive', 'Hadoop']",山东胜飞科技有限公司,民营 ,20-99人 
数据分析师助理,5千-7千,青岛-市北区,不限,大专,"['数据分析', 'SQL', '舆情分析', '行业分析', '金融数据分析', '财务数据分析']",青岛万众数舆信息科技有限公司,民营 ,20-99人 
数据分析师,6千-1.1万,青岛-黄岛区,不限,大专,"['数据分析', '数据建模', '数据清洗', 'Oracle', 'Java']",山东海平线网络科技有限公司,民营 ,20-99人 
数据分析师助理五险一金双休8-10K,8千-1万,青岛-市北区,不限,学历不限,"['Java', 'Python', 'SQL', 'Hive', '数据库', '可实习', 'Excel']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
大数据分析师,8千-1.6万,青岛-李沧区,不限,大专,"['Java', 'Python', 'Spark', 'Hadoop', 'Kylin', 'Hive', 'SQL', '多元统计分析']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
销售数据分析,4千-8千,青岛-城阳区,不限,学历不限,"['数据分析', '销售业务数据']",青岛正阳海电子商务有限公司,股份制企业 ,20-99人 
商业数据分析专员,4千-7千,青岛-市南区,不限,大专,"['数学/统计学专业', '计算机专业', 'R']",青岛鑫玖盈网络科技有限公司,股份制企业 ,300-499人 
数据分析师,6千-7千,青岛,不限,学历不限,"['Python', 'Java', 'SQL']",青岛赛九网络科技有限公司,其它 ,100-299人 
数据分析助理年底双薪+双休,6千-1万,青岛-市南区,不限,中专/中技,"['数据分析', 'Python', 'Java', '商业数据分析', '金融数据分析', '财务数据分析', '运营数据分析', '电商数据分析']",青岛黑臻科技信息有限公司,民营 ,20-99人 
大气/气象数据分析师,7千-1.4万,青岛-崂山区,无经验,本科,"['Python', 'MATLAB', '大气', '气象', '项目应用数据分析']",青岛镭测创芯科技有限公司,民营 ,20-99人 
媒介助理/商业数据分析,4千-6千,青岛,1-3年,大专,"['媒介数据', '广告药品', '广告投放', '媒体资源采购', '央视、省卫视', '数据分析', '媒介策略']",普生大正药业有限公司,民营 ,300-499人 
大数据分析师,8千-1.5万,青岛-李沧区,1-3年,本科,"['Java', 'Python', 'SQL', 'Shell', 'Scala']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
数据分析师,6千-1万,青岛-市南区,不限,大专,['Python'],山东海平线网络科技有限公司,民营 ,20-99人 
数据分析,6千-1万,青岛-市北区,1-3年,大专,"['数据分析', '商业数据分析', '市场数据分析', '运营数据分析', '销售数据分析']",安徽闳瑞幸成信息技术有限公司,民营 ,300-499人 
数据分析师,5千-8千,青岛,不限,大专,"['相关分析', '参数检验', '方差分析']",山东沐华医疗科技,民营 ,100-299人 
数据分析师,8千-1万,青岛-崂山区,1年以下,本科,"['数据分析', '市场调研', '调查分析']",山东洪鹏市场调查有限公司,其它 ,20-99人 
数据分析专员,8千-1万,青岛-李沧区,无经验,大专,['Java'],青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
销售数据分析,6千-9千,青岛-李沧区,1-3年,大专,"['餐饮业', '制造业', '农/林/牧/渔', '金融业', '批发/零售', '广告/传媒', '制药/医疗', '能源/环保']",青岛波司登贸易有限公司,民营 ,100-299人 
数据分析专员,6千-8千,青岛-市北区,不限,大专,"['Python', 'SQL', '回归分析', 'Spark', '方差分析', '多元统计分析', '因子分析', 'ROC分析']",青岛识君信息技术有限公司,民营 ,20-99人 
数据分析师,7千-1.2万,青岛-市南区,不限,大专,"['Java', 'Python', 'SQL', '回归分析', '相关分析', '方差分析', '多元统计分析']",山东海平线网络科技有限公司,民营 ,20-99人 
数据运营分析,8千-1.2万,青岛-崂山区,1-3年,本科,"['效度分析', '信度分析', '定性分析', '定量分析']",山东洪鹏市场调查有限公司,其它 ,20-99人 
数据分析专员,6千-8千,青岛-市北区,不限,学历不限,"['Java', 'Python', 'SQL']",青岛本奥科技服务有限公司,合资 ,20-99人 
数据分析师,8千-1万,青岛-市南区,不限,大专,"['数据分析', '大数据分析', 'SPSS', 'R', 'Excel']",北京标达信息科技有限公司,民营 ,20-99人 
数据分析师,8千-1万,青岛-市南区,不限,大专,['数据分析'],成都魔方微猎网络科技有限公司,其它 ,20-99人 
数据分析师,5千-8千,青岛-市南区,不限,大专,['数据分析'],上海如鼎信息科技有限公司,民营 ,500-999人 
数据分析师,8千-9千,青岛-市北区,不限,大专,"['Python', 'SQL', '回归分析', 'Kafka', 'Storm', '方差分析', '多元统计分析', 'Pig']",青岛识君信息技术有限公司,民营 ,20-99人 
数据分析师,5千-1万,青岛-市南区,不限,大专,"['SQL', 'Python', '数据分析']",山东胜飞科技有限公司,民营 ,20-99人 
大数据分析师,7千-9千,青岛-市南区,不限,大专,"['数据分析', '大数据分析', 'SPSS', 'SAS', 'R语言']",北京神矢数据科技有限公司,民营 ,100-299人 
大数据分析师,5千-1万,青岛-城阳区,不限,大专,"['Python', 'Java', 'SQL', 'SPSS', '回归分析', '描述统计', '方差分析', 'R']",青岛傲冠信息科技有限公司,民营 ,20-99人 
数据分析专员,5千-7千,青岛-市南区,1-3年,大专,"['Java', '相关分析']",青岛百果园食品有限公司,民营 ,100-299人 
数据分析师,6千-1.2万,青岛-市南区,不限,大专,['数据分析'],青岛鑫玖盈网络科技有限公司,股份制企业 ,300-499人 
数据分析专员,6千-8千,青岛-城阳区,不限,学历不限,"['Java', 'Python', 'SQL']",青岛本奥科技服务有限公司,合资 ,20-99人 
数据分析师,7千-1万,青岛-李沧区,不限,大专,"['Python', 'Spark', 'SPSS', '相关分析']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
数据分析专员,6千-8千,青岛-市北区,不限,大专,"['Java', 'Python', 'SQL', '回归分析', 'SAS', '方差分析', 'R', '相关分析']",青岛傲冠信息科技有限公司,民营 ,20-99人 
大数据分析师,7千-9千,青岛-市北区,不限,大专,"['Python', 'SQL', 'Storm', 'Hbase', 'Kylin', '方差分析', 'Pig', 'R']",青岛识君信息技术有限公司,民营 ,20-99人 
数据分析师,7千-9千,青岛-平度市,1-3年,本科,['Python'],新力通,上市公司 ,300-499人 
数据分析专员,5千-8千,青岛-市北区,1-3年,大专,"['数据分析', 'Tableau', '商业信息化', '数据可视化', '销售数据分析', '批发/零售']",青岛英茁体育用品有限公司,民营 ,20-99人 
数据分析师,8千-1.2万,青岛-市北区,不限,大专,"['Spark', 'Python', 'Shell', 'SQL', 'Java', 'Hadoop', 'Hive']",青岛御风行信息科技有限公司,股份制企业 ,20-99人 
数据统计分析,5千-7千,青岛-城阳区,1-3年,本科,['数据分析'],北京科拉斯科技有限公司,港澳台公司 ,1000-9999人 
数据分析师,8千-1.2万,青岛-市南区,1-3年,本科,"['Python', '数据采集']",青岛顺时医疗科技有限公司,民营 ,20-99人 
数据分析师,8千-1.2万,青岛-黄岛区,1-3年,本科,"['数据分析', '运营数据分析']",新奥集团,民营 ,10000人以上 
数据分析师,7千-1.2万,青岛-黄岛区,不限,硕士,"['数据分析', '数据采集', 'Power BI', 'BI', 'Python', '数据建模', '数据清洗', '大数据分析']",山东矿机集团,上市公司 ,1000-9999人 
数据分析专员,6千-1.2万,青岛-李沧区,不限,大专,"['Shell', 'SQL', 'Hadoop']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
数据分析师,5千-8千,青岛,不限,本科,"['Python', '数据分析', 'SQL', 'MySQL', 'NumPy', 'Pandas', 'Hbase', 'Kettle']",青岛清数科技有限公司,其它 ,20-99人 
数据分析师,5千-8千,青岛-市南区,不限,大专,"['Python', 'SQL']",青岛沐辰阳光网络科技有限公司,民营 ,20-99人 
大数据分析师,8千-1.1万,青岛,不限,大专,"['数据分析', 'Python', 'SQL', 'Java']",青岛赛九网络科技有限公司,其它 ,100-299人 
金融数据分析,6千-1万,青岛-市南区,不限,大专,['数据分析'],山东胜飞科技有限公司,民营 ,20-99人 
